"state","city_name","date","new_cases","count"
"AM","Manaus","2020-03-13",1,1
"AM","Manaus","2020-03-18",1,2
"AM","Manaus","2020-03-19",1,3
"AM","Manaus","2020-03-20",4,7
"AM","Manaus","2020-03-21",4,11
"AM","Manaus","2020-03-22",14,25
"AM","Manaus","2020-03-23",6,31
"AM","Manaus","2020-03-24",14,45
"AM","Manaus","2020-03-25",7,52
"AM","Parintins","2020-03-22",1,1
"AM","Parintins","2020-03-24",1,2
