"state","city_name","date","new_cases","count"
"MT","Cuiabá","2020-03-19",1,1
"MT","Cuiabá","2020-03-23",4,5
"MT","Cuiabá","2020-03-25",1,6
"MT","Nova Monte Verde","2020-03-25",1,1
"MT","Várzea Grande","2020-03-20",1,1
"MT","Várzea Grande","2020-03-24",1,2
