"state","city_name","date","new_cases","city_cod","state_cod","count"
"SE","Aracaju","2020-03-14",1,"2800308","28",1
"SE","Aracaju","2020-03-16",4,"2800308","28",5
"SE","Propriá","2020-03-18",1,"2805703","28",1
"SE","Propriá","2020-03-20",1,"2805703","28",2
"SE","Aracaju","2020-03-21",2,"2800308","28",7
"SE","Nossa Senhora da Glória","2020-03-21",1,"2804508","28",1
"SE","Aracaju","2020-03-24",5,"2800308","28",12
"SE","Aracaju","2020-03-25",1,"2800308","28",13
