"state","city_name","date","new_cases","city_cod","state_cod","count"
"RO","Ji-Paraná","2020-03-20",1,"1100122","11",1
"RO","Porto Velho","2020-03-21",2,"1100205","11",2
"RO","Porto Velho","2020-03-24",2,"1100205","11",4
