"state","city_name","date","new_cases","count"
"PA","Ananindeua","2020-03-25",2,2
"PA","Ananindeua","2020-03-26",2,4
"PA","Belém","2020-03-18",1,1
"PA","Belém","2020-03-20",1,2
"PA","Belém","2020-03-22",2,4
"PA","Belém","2020-03-25",2,6
"PA","Castanhal","2020-03-26",1,1
"PA","Itaituba","2020-03-26",1,1
"PA","Marabá","2020-03-23",1,1
