"state","city_name","date","new_cases","count"
"DF","Brasília","2020-03-07",1,1
"DF","Brasília","2020-03-11",1,2
"DF","Brasília","2020-03-14",6,8
"DF","Brasília","2020-03-15",6,14
"DF","Brasília","2020-03-18",20,34
"DF","Brasília","2020-03-19",8,42
"DF","Brasília","2020-03-20",45,87
"DF","Brasília","2020-03-21",25,112
"DF","Brasília","2020-03-22",22,134
"DF","Brasília","2020-03-23",12,146
"DF","Brasília","2020-03-24",31,177
"DF","Brasília","2020-03-25",18,195
